y,shp,rie,elb,x,date,images
103.4,46.21,-51.91,1.85,45333.389,2023-10-03,10-03-2023-12-35-33-389.jpg
114.38,48.54,-47.72,3.81,45333.493,2023-10-03,10-03-2023-12-35-33-493.jpg
121.28,54.41,-36.66,11.93,45333.606,2023-10-03,10-03-2023-12-35-33-606.jpg
128.82,61.69,-27.73,10.23,45333.699,2023-10-03,10-03-2023-12-35-33-699.jpg
130.48,65.6,-23.95,9.88,45333.806,2023-10-03,10-03-2023-12-35-33-806.jpg
135.93,72.4,-15.19,13.75,45333.915,2023-10-03,10-03-2023-12-35-33-915.jpg
136.5,72.93,-14.07,14.81,45334.026,2023-10-03,10-03-2023-12-35-34-026.jpg
137.76,74.33,-11.72,15.84,45334.148,2023-10-03,10-03-2023-12-35-34-148.jpg
134.9,70.24,-18.78,10.94,45334.255,2023-10-03,10-03-2023-12-35-34-255.jpg
128.45,62.64,-31.57,3.05,45334.363,2023-10-03,10-03-2023-12-35-34-363.jpg
118.44,52.72,-40.91,1.83,45334.471,2023-10-03,10-03-2023-12-35-34-471.jpg
107.08,47.39,-47.51,3.88,45334.571,2023-10-03,10-03-2023-12-35-34-571.jpg
94.78,42.9,-56.4,7.94,45334.67,2023-10-03,10-03-2023-12-35-34-670.jpg
81.22,42.78,-58.48,8.83,45334.766,2023-10-03,10-03-2023-12-35-34-766.jpg
76.14,43.32,-61.06,13.42,45334.879,2023-10-03,10-03-2023-12-35-34-879.jpg
60.19,50.32,-46.89,5.25,45334.989,2023-10-03,10-03-2023-12-35-34-989.jpg
59.71,51.76,-44.75,4.78,45335.11,2023-10-03,10-03-2023-12-35-35-110.jpg
52.9,53.63,-47.95,7.3,45335.201,2023-10-03,10-03-2023-12-35-35-201.jpg
47.17,63.1,-33.76,5.27,45335.297,2023-10-03,10-03-2023-12-35-35-297.jpg
41.38,70.59,-25.34,7.26,45335.399,2023-10-03,10-03-2023-12-35-35-399.jpg
41.8,71.66,-25.21,9.33,45335.5,2023-10-03,10-03-2023-12-35-35-500.jpg
40.25,74.8,-20.22,6.92,45335.603,2023-10-03,10-03-2023-12-35-35-603.jpg
38.3,80.55,-10.86,0.72,45335.703,2023-10-03,10-03-2023-12-35-35-703.jpg
38.61,81.32,-9.93,0.78,45335.805,2023-10-03,10-03-2023-12-35-35-805.jpg
38.04,81.74,-9.75,1.33,45335.921,2023-10-03,10-03-2023-12-35-35-921.jpg
37.9,80.11,-12.88,3.82,45336.019,2023-10-03,10-03-2023-12-35-36-019.jpg
42.46,78.23,-16.73,8.64,45336.117,2023-10-03,10-03-2023-12-35-36-117.jpg
44.97,68.51,-29.84,12.74,45336.231,2023-10-03,10-03-2023-12-35-36-231.jpg
53.85,58.29,-44.51,12.81,45336.355,2023-10-03,10-03-2023-12-35-36-355.jpg
71.55,47.3,-56.74,13.01,45336.458,2023-10-03,10-03-2023-12-35-36-458.jpg
86.79,42.34,-64.56,6.61,45336.574,2023-10-03,10-03-2023-12-35-36-574.jpg
94.98,43.86,-60.93,2.48,45336.679,2023-10-03,10-03-2023-12-35-36-679.jpg
103.01,45.48,-53.95,1.12,45336.786,2023-10-03,10-03-2023-12-35-36-786.jpg
109.64,47.76,-48.55,2.37,45336.885,2023-10-03,10-03-2023-12-35-36-885.jpg
109.49,48.57,-46.63,3.61,45336.982,2023-10-03,10-03-2023-12-35-36-982.jpg
118.76,52.52,-40.87,8.1,45337.091,2023-10-03,10-03-2023-12-35-37-091.jpg
127.72,60.0,-33.07,4.88,45337.193,2023-10-03,10-03-2023-12-35-37-193.jpg
134.52,70.77,-17.36,13.04,45337.313,2023-10-03,10-03-2023-12-35-37-313.jpg
137.41,75.35,-11.67,12.47,45337.409,2023-10-03,10-03-2023-12-35-37-409.jpg
137.94,76.96,-9.03,13.49,45337.519,2023-10-03,10-03-2023-12-35-37-519.jpg
136.6,73.99,-12.95,12.05,45337.615,2023-10-03,10-03-2023-12-35-37-615.jpg
135.42,70.58,-17.24,10.1,45337.719,2023-10-03,10-03-2023-12-35-37-719.jpg
126.22,58.98,-34.92,1.98,45337.837,2023-10-03,10-03-2023-12-35-37-837.jpg
116.09,53.25,-38.2,2.69,45337.936,2023-10-03,10-03-2023-12-35-37-936.jpg
105.23,48.45,-46.64,6.35,45338.056,2023-10-03,10-03-2023-12-35-38-056.jpg
92.13,45.14,-53.46,4.99,45338.152,2023-10-03,10-03-2023-12-35-38-152.jpg
80.79,44.64,-58.05,11.99,45338.276,2023-10-03,10-03-2023-12-35-38-276.jpg
80.47,44.61,-58.63,12.6,45338.365,2023-10-03,10-03-2023-12-35-38-365.jpg
80.71,44.26,-58.67,11.89,45338.466,2023-10-03,10-03-2023-12-35-38-466.jpg
74.71,44.35,-60.97,12.42,45338.576,2023-10-03,10-03-2023-12-35-38-576.jpg
59.58,49.58,-53.13,7.7,45338.669,2023-10-03,10-03-2023-12-35-38-669.jpg
49.23,61.79,-35.25,5.87,45338.786,2023-10-03,10-03-2023-12-35-38-786.jpg
45.71,69.44,-29.1,10.98,45338.898,2023-10-03,10-03-2023-12-35-38-898.jpg
41.46,75.62,-19.53,7.04,45339.0,2023-10-03,10-03-2023-12-35-39-000.jpg
40.33,77.97,-16.97,7.27,45339.1,2023-10-03,10-03-2023-12-35-39-100.jpg
37.33,79.69,-14.02,4.89,45339.199,2023-10-03,10-03-2023-12-35-39-199.jpg
38.28,81.29,-11.2,3.05,45339.305,2023-10-03,10-03-2023-12-35-39-305.jpg
39.47,81.18,-11.24,3.0,45339.398,2023-10-03,10-03-2023-12-35-39-398.jpg
40.19,79.91,-14.13,6.02,45339.518,2023-10-03,10-03-2023-12-35-39-518.jpg
40.65,78.11,-17.04,7.57,45339.627,2023-10-03,10-03-2023-12-35-39-627.jpg
43.97,72.85,-27.01,15.02,45339.731,2023-10-03,10-03-2023-12-35-39-731.jpg
44.71,71.19,-29.62,15.76,45339.829,2023-10-03,10-03-2023-12-35-39-829.jpg
45.92,69.3,-29.35,11.59,45339.93,2023-10-03,10-03-2023-12-35-39-930.jpg
53.7,58.63,-43.38,11.23,45340.038,2023-10-03,10-03-2023-12-35-40-038.jpg
66.99,49.69,-51.49,8.97,45340.15,2023-10-03,10-03-2023-12-35-40-150.jpg
87.51,41.48,-66.42,3.67,45340.258,2023-10-03,10-03-2023-12-35-40-258.jpg
102.06,43.57,-57.85,1.83,45340.368,2023-10-03,10-03-2023-12-35-40-368.jpg
113.02,47.6,-49.3,3.02,45340.462,2023-10-03,10-03-2023-12-35-40-462.jpg
120.46,49.99,-44.46,7.97,45340.565,2023-10-03,10-03-2023-12-35-40-565.jpg
127.82,58.84,-32.02,10.46,45340.67,2023-10-03,10-03-2023-12-35-40-670.jpg
131.79,65.22,-25.62,9.69,45340.766,2023-10-03,10-03-2023-12-35-40-766.jpg
136.02,72.37,-13.68,17.9,45340.87,2023-10-03,10-03-2023-12-35-40-870.jpg
137.66,75.32,-9.09,19.75,45340.969,2023-10-03,10-03-2023-12-35-40-969.jpg
137.26,76.29,-7.67,20.11,45341.072,2023-10-03,10-03-2023-12-35-41-072.jpg
134.87,71.46,-15.57,13.82,45341.204,2023-10-03,10-03-2023-12-35-41-204.jpg
134.5,70.24,-16.74,13.38,45341.299,2023-10-03,10-03-2023-12-35-41-299.jpg
134.81,69.76,-17.12,13.67,45341.401,2023-10-03,10-03-2023-12-35-41-401.jpg
126.73,57.67,-35.29,5.5,45341.499,2023-10-03,10-03-2023-12-35-41-499.jpg
108.01,49.42,-44.44,4.76,45341.601,2023-10-03,10-03-2023-12-35-41-601.jpg
89.99,43.21,-60.98,8.37,45341.718,2023-10-03,10-03-2023-12-35-41-718.jpg
76.98,44.25,-59.96,11.54,45341.815,2023-10-03,10-03-2023-12-35-41-815.jpg
66.32,47.59,-54.33,11.09,45341.925,2023-10-03,10-03-2023-12-35-41-925.jpg
56.33,53.58,-41.12,2.0,45342.014,2023-10-03,10-03-2023-12-35-42-014.jpg
49.59,54.84,-45.55,7.18,45342.117,2023-10-03,10-03-2023-12-35-42-117.jpg
47.18,65.08,-30.87,5.49,45342.234,2023-10-03,10-03-2023-12-35-42-234.jpg
42.04,71.7,-25.38,9.6,45342.341,2023-10-03,10-03-2023-12-35-42-341.jpg
41.8,75.95,-19.2,7.94,45342.465,2023-10-03,10-03-2023-12-35-42-465.jpg
38.41,81.19,-11.19,3.27,45342.564,2023-10-03,10-03-2023-12-35-42-564.jpg
38.39,81.57,-11.23,4.11,45342.676,2023-10-03,10-03-2023-12-35-42-676.jpg
38.12,80.33,-14.01,7.13,45342.783,2023-10-03,10-03-2023-12-35-42-783.jpg
38.04,79.89,-14.79,7.74,45342.889,2023-10-03,10-03-2023-12-35-42-889.jpg
41.89,78.16,-17.12,9.18,45342.982,2023-10-03,10-03-2023-12-35-42-982.jpg
46.04,70.14,-28.91,13.87,45343.09,2023-10-03,10-03-2023-12-35-43-090.jpg
53.96,57.25,-45.69,14.01,45343.187,2023-10-03,10-03-2023-12-35-43-187.jpg
69.68,47.97,-54.71,12.37,45343.299,2023-10-03,10-03-2023-12-35-43-299.jpg
83.3,42.14,-65.04,5.85,45343.401,2023-10-03,10-03-2023-12-35-43-401.jpg
87.56,40.39,-67.87,4.45,45343.52,2023-10-03,10-03-2023-12-35-43-520.jpg
95.4,41.59,-61.06,6.17,45343.617,2023-10-03,10-03-2023-12-35-43-617.jpg
111.11,43.39,-57.95,0.59,45343.716,2023-10-03,10-03-2023-12-35-43-716.jpg
117.17,50.78,-40.79,8.67,45343.827,2023-10-03,10-03-2023-12-35-43-827.jpg
123.73,56.69,-33.36,8.99,45343.919,2023-10-03,10-03-2023-12-35-43-919.jpg
127.62,62.21,-29.7,6.11,45344.021,2023-10-03,10-03-2023-12-35-44-021.jpg
132.76,69.78,-18.75,12.63,45344.117,2023-10-03,10-03-2023-12-35-44-117.jpg
134.91,71.6,-16.37,13.27,45344.217,2023-10-03,10-03-2023-12-35-44-217.jpg
135.83,71.29,-16.44,13.43,45344.334,2023-10-03,10-03-2023-12-35-44-334.jpg
134.99,73.24,-12.34,17.29,45344.437,2023-10-03,10-03-2023-12-35-44-437.jpg
132.79,68.44,-20.29,11.87,45344.557,2023-10-03,10-03-2023-12-35-44-557.jpg
124.6,59.35,-35.06,3.74,45344.651,2023-10-03,10-03-2023-12-35-44-651.jpg
109.87,50.47,-42.96,2.34,45344.752,2023-10-03,10-03-2023-12-35-44-752.jpg
100.58,45.63,-49.27,6.4,45344.862,2023-10-03,10-03-2023-12-35-44-862.jpg
91.73,43.51,-56.99,8.11,45344.967,2023-10-03,10-03-2023-12-35-44-967.jpg
79.43,43.14,-61.82,11.09,45345.081,2023-10-03,10-03-2023-12-35-45-081.jpg
67.5,46.01,-56.99,11.65,45345.197,2023-10-03,10-03-2023-12-35-45-197.jpg
56.14,52.02,-44.62,3.88,45345.309,2023-10-03,10-03-2023-12-35-45-309.jpg
48.2,61.5,-34.15,4.5,45345.434,2023-10-03,10-03-2023-12-35-45-434.jpg
45.49,69.53,-26.36,8.86,45345.545,2023-10-03,10-03-2023-12-35-45-545.jpg
41.8,74.68,-20.32,7.96,45345.662,2023-10-03,10-03-2023-12-35-45-662.jpg
42.35,75.43,-19.99,9.18,45345.782,2023-10-03,10-03-2023-12-35-45-782.jpg
38.6,78.84,-15.33,6.79,45345.902,2023-10-03,10-03-2023-12-35-45-902.jpg
38.61,81.65,-10.7,3.33,45346.033,2023-10-03,10-03-2023-12-35-46-033.jpg
38.44,81.66,-11.05,4.01,45346.156,2023-10-03,10-03-2023-12-35-46-156.jpg
41.05,78.56,-16.18,7.6,45346.272,2023-10-03,10-03-2023-12-35-46-272.jpg
47.13,67.06,-33.63,15.34,45346.409,2023-10-03,10-03-2023-12-35-46-409.jpg
62.66,54.13,-50.47,16.92,45346.518,2023-10-03,10-03-2023-12-35-46-518.jpg
78.16,46.06,-60.47,8.58,45346.65,2023-10-03,10-03-2023-12-35-46-650.jpg
92.43,42.45,-65.59,7.53,45346.763,2023-10-03,10-03-2023-12-35-46-763.jpg
104.73,46.07,-52.34,2.06,45346.883,2023-10-03,10-03-2023-12-35-46-883.jpg
115.13,48.68,-48.82,2.24,45346.995,2023-10-03,10-03-2023-12-35-46-995.jpg
120.53,55.25,-37.58,7.03,45347.115,2023-10-03,10-03-2023-12-35-47-115.jpg
120.52,57.01,-35.86,6.99,45347.232,2023-10-03,10-03-2023-12-35-47-232.jpg
129.46,61.69,-31.01,5.98,45347.346,2023-10-03,10-03-2023-12-35-47-346.jpg
134.79,71.4,-16.11,14.38,45347.464,2023-10-03,10-03-2023-12-35-47-464.jpg
136.53,72.42,-14.86,14.01,45347.582,2023-10-03,10-03-2023-12-35-47-582.jpg
133.66,68.85,-20.82,9.49,45347.699,2023-10-03,10-03-2023-12-35-47-699.jpg
129.9,66.76,-23.75,7.14,45347.816,2023-10-03,10-03-2023-12-35-47-816.jpg
122.26,58.0,-36.32,3.23,45347.927,2023-10-03,10-03-2023-12-35-47-927.jpg
109.8,49.56,-45.55,0.86,45348.047,2023-10-03,10-03-2023-12-35-48-047.jpg
99.88,45.83,-51.56,3.73,45348.168,2023-10-03,10-03-2023-12-35-48-168.jpg
86.25,41.45,-63.41,7.25,45348.28,2023-10-03,10-03-2023-12-35-48-280.jpg
72.38,45.14,-58.87,12.82,45348.379,2023-10-03,10-03-2023-12-35-48-379.jpg
63.06,49.93,-50.72,9.23,45348.5,2023-10-03,10-03-2023-12-35-48-500.jpg
51.3,53.69,-48.58,7.93,45348.615,2023-10-03,10-03-2023-12-35-48-615.jpg
51.28,55.1,-48.21,9.53,45348.731,2023-10-03,10-03-2023-12-35-48-731.jpg
45.96,68.46,-28.3,8.77,45348.849,2023-10-03,10-03-2023-12-35-48-849.jpg
41.01,76.32,-17.22,4.67,45348.965,2023-10-03,10-03-2023-12-35-48-965.jpg
39.91,78.34,-16.14,6.79,45349.077,2023-10-03,10-03-2023-12-35-49-077.jpg
38.02,79.81,-13.34,4.29,45349.195,2023-10-03,10-03-2023-12-35-49-195.jpg
37.23,80.29,-12.46,3.2,45349.316,2023-10-03,10-03-2023-12-35-49-316.jpg
38.98,81.31,-11.82,4.51,45349.433,2023-10-03,10-03-2023-12-35-49-433.jpg
39.38,79.2,-15.33,6.32,45349.547,2023-10-03,10-03-2023-12-35-49-547.jpg
41.91,77.74,-17.6,8.27,45349.666,2023-10-03,10-03-2023-12-35-49-666.jpg
44.4,67.24,-33.1,13.71,45349.776,2023-10-03,10-03-2023-12-35-49-776.jpg
52.79,59.66,-42.07,12.03,45349.882,2023-10-03,10-03-2023-12-35-49-882.jpg
62.9,53.58,-48.37,11.65,45349.997,2023-10-03,10-03-2023-12-35-49-997.jpg
67.35,50.43,-51.64,9.9,45350.118,2023-10-03,10-03-2023-12-35-50-118.jpg
71.91,47.63,-57.13,10.72,45350.228,2023-10-03,10-03-2023-12-35-50-228.jpg
86.79,41.79,-66.98,6.58,45350.346,2023-10-03,10-03-2023-12-35-50-346.jpg
100.64,45.0,-57.73,2.2,45350.466,2023-10-03,10-03-2023-12-35-50-466.jpg
111.7,44.68,-58.25,0.59,45350.592,2023-10-03,10-03-2023-12-35-50-592.jpg
124.71,56.36,-37.28,5.71,45350.714,2023-10-03,10-03-2023-12-35-50-714.jpg
130.95,65.5,-24.96,8.93,45350.831,2023-10-03,10-03-2023-12-35-50-831.jpg
134.1,69.51,-19.37,12.25,45350.943,2023-10-03,10-03-2023-12-35-50-943.jpg
136.6,73.24,-14.11,13.87,45351.048,2023-10-03,10-03-2023-12-35-51-048.jpg
137.81,74.23,-12.64,14.3,45351.158,2023-10-03,10-03-2023-12-35-51-158.jpg
137.23,73.37,-14.02,12.8,45351.281,2023-10-03,10-03-2023-12-35-51-281.jpg
134.34,69.46,-19.58,9.64,45351.395,2023-10-03,10-03-2023-12-35-51-395.jpg
128.59,63.93,-28.38,4.43,45351.516,2023-10-03,10-03-2023-12-35-51-516.jpg
124.64,59.45,-35.46,0.69,45351.628,2023-10-03,10-03-2023-12-35-51-628.jpg
122.56,53.63,-40.5,2.05,45351.753,2023-10-03,10-03-2023-12-35-51-753.jpg
101.12,45.59,-49.66,4.39,45351.862,2023-10-03,10-03-2023-12-35-51-862.jpg
84.28,41.99,-58.74,7.91,45351.978,2023-10-03,10-03-2023-12-35-51-978.jpg
73.55,44.37,-60.29,13.93,45352.098,2023-10-03,10-03-2023-12-35-52-098.jpg
66.74,47.53,-55.67,12.78,45352.212,2023-10-03,10-03-2023-12-35-52-212.jpg
60.35,51.11,-46.85,5.36,45352.311,2023-10-03,10-03-2023-12-35-52-311.jpg
50.21,60.06,-36.06,4.36,45352.437,2023-10-03,10-03-2023-12-35-52-437.jpg
44.0,70.54,-27.09,10.13,45352.553,2023-10-03,10-03-2023-12-35-52-553.jpg
40.33,74.69,-21.01,7.86,45352.685,2023-10-03,10-03-2023-12-35-52-685.jpg
38.64,80.65,-12.23,4.15,45352.806,2023-10-03,10-03-2023-12-35-52-806.jpg
39.11,82.05,-10.08,3.01,45352.934,2023-10-03,10-03-2023-12-35-52-934.jpg
39.02,82.04,-10.25,3.26,45353.048,2023-10-03,10-03-2023-12-35-53-048.jpg
38.9,81.93,-10.51,3.52,45353.163,2023-10-03,10-03-2023-12-35-53-163.jpg
39.24,79.35,-15.59,7.9,45353.276,2023-10-03,10-03-2023-12-35-53-276.jpg
43.11,73.83,-26.52,16.87,45353.396,2023-10-03,10-03-2023-12-35-53-396.jpg
43.89,72.06,-29.68,18.29,45353.519,2023-10-03,10-03-2023-12-35-53-519.jpg
43.87,63.79,-38.08,11.54,45353.631,2023-10-03,10-03-2023-12-35-53-631.jpg
66.5,50.29,-51.83,10.5,45353.747,2023-10-03,10-03-2023-12-35-53-747.jpg
77.52,45.53,-60.25,5.49,45353.865,2023-10-03,10-03-2023-12-35-53-865.jpg
96.52,44.36,-56.53,4.1,45353.978,2023-10-03,10-03-2023-12-35-53-978.jpg
106.01,47.79,-47.22,3.37,45354.095,2023-10-03,10-03-2023-12-35-54-095.jpg
116.44,46.42,-53.38,0.8,45354.214,2023-10-03,10-03-2023-12-35-54-214.jpg
127.11,57.39,-34.82,5.86,45354.341,2023-10-03,10-03-2023-12-35-54-341.jpg
134.15,70.44,-18.34,12.59,45354.46,2023-10-03,10-03-2023-12-35-54-460.jpg
135.01,70.78,-19.15,9.57,45354.589,2023-10-03,10-03-2023-12-35-54-589.jpg
136.78,72.53,-15.98,12.55,45354.692,2023-10-03,10-03-2023-12-35-54-692.jpg
134.19,70.53,-18.72,11.14,45354.822,2023-10-03,10-03-2023-12-35-54-822.jpg
131.35,67.34,-24.17,5.95,45354.926,2023-10-03,10-03-2023-12-35-54-926.jpg
122.44,56.73,-38.09,3.91,45355.045,2023-10-03,10-03-2023-12-35-55-045.jpg
103.7,46.46,-50.88,0.1,45355.171,2023-10-03,10-03-2023-12-35-55-171.jpg
89.53,43.0,-61.6,4.53,45355.295,2023-10-03,10-03-2023-12-35-55-295.jpg
76.12,44.01,-60.78,11.9,45355.411,2023-10-03,10-03-2023-12-35-55-411.jpg
68.48,47.35,-53.83,10.98,45355.531,2023-10-03,10-03-2023-12-35-55-531.jpg
57.01,52.92,-42.06,2.81,45355.645,2023-10-03,10-03-2023-12-35-55-645.jpg
47.91,59.53,-37.24,4.22,45355.758,2023-10-03,10-03-2023-12-35-55-758.jpg
46.31,66.93,-30.68,8.45,45355.872,2023-10-03,10-03-2023-12-35-55-872.jpg
42.24,71.16,-27.39,12.26,45355.98,2023-10-03,10-03-2023-12-35-55-980.jpg
42.3,71.88,-27.17,13.39,45356.115,2023-10-03,10-03-2023-12-35-56-115.jpg
39.02,78.44,-16.63,7.34,45356.236,2023-10-03,10-03-2023-12-35-56-236.jpg
36.34,82.16,-10.19,2.5,45356.344,2023-10-03,10-03-2023-12-35-56-344.jpg
36.18,82.37,-10.09,2.76,45356.47,2023-10-03,10-03-2023-12-35-56-470.jpg
36.78,80.46,-12.99,4.43,45356.574,2023-10-03,10-03-2023-12-35-56-574.jpg
40.7,78.48,-16.87,8.2,45356.699,2023-10-03,10-03-2023-12-35-56-699.jpg
44.65,70.93,-26.81,10.35,45356.818,2023-10-03,10-03-2023-12-35-56-818.jpg
47.98,61.76,-37.06,8.54,45356.927,2023-10-03,10-03-2023-12-35-56-927.jpg
65.31,50.34,-51.01,10.61,45357.047,2023-10-03,10-03-2023-12-35-57-047.jpg
79.5,44.13,-61.66,2.9,45357.164,2023-10-03,10-03-2023-12-35-57-164.jpg
88.33,40.87,-66.39,3.3,45357.282,2023-10-03,10-03-2023-12-35-57-282.jpg
101.36,43.81,-57.18,1.23,45357.395,2023-10-03,10-03-2023-12-35-57-395.jpg
108.92,46.78,-49.81,2.65,45357.517,2023-10-03,10-03-2023-12-35-57-517.jpg
115.64,47.75,-47.24,6.8,45357.631,2023-10-03,10-03-2023-12-35-57-631.jpg
125.15,56.23,-36.17,6.67,45357.752,2023-10-03,10-03-2023-12-35-57-752.jpg
129.58,62.08,-29.85,6.83,45357.873,2023-10-03,10-03-2023-12-35-57-873.jpg
135.97,71.88,-15.97,14.25,45357.996,2023-10-03,10-03-2023-12-35-57-996.jpg
137.84,74.57,-11.49,15.83,45358.119,2023-10-03,10-03-2023-12-35-58-119.jpg
134.15,70.58,-19.11,8.31,45358.249,2023-10-03,10-03-2023-12-35-58-249.jpg
128.31,67.22,-23.33,5.85,45358.36,2023-10-03,10-03-2023-12-35-58-360.jpg
112.88,50.89,-44.39,2.93,45358.476,2023-10-03,10-03-2023-12-35-58-476.jpg
109.53,49.34,-44.43,0.23,45358.598,2023-10-03,10-03-2023-12-35-58-598.jpg
99.24,45.45,-50.5,3.99,45358.715,2023-10-03,10-03-2023-12-35-58-715.jpg
78.23,45.26,-54.5,10.21,45358.832,2023-10-03,10-03-2023-12-35-58-832.jpg
77.45,44.7,-55.68,12.97,45358.945,2023-10-03,10-03-2023-12-35-58-945.jpg
73.77,45.68,-55.99,13.93,45359.064,2023-10-03,10-03-2023-12-35-59-064.jpg
58.19,52.14,-45.56,5.78,45359.179,2023-10-03,10-03-2023-12-35-59-179.jpg
47.39,66.89,-27.79,5.64,45359.3,2023-10-03,10-03-2023-12-35-59-300.jpg
41.26,74.84,-19.26,6.33,45359.416,2023-10-03,10-03-2023-12-35-59-416.jpg
39.7,79.24,-14.06,5.24,45359.528,2023-10-03,10-03-2023-12-35-59-528.jpg
38.02,82.33,-9.22,1.36,45359.647,2023-10-03,10-03-2023-12-35-59-647.jpg
37.76,82.3,-9.7,2.3,45359.761,2023-10-03,10-03-2023-12-35-59-761.jpg
37.67,82.2,-9.79,2.29,45359.886,2023-10-03,10-03-2023-12-35-59-886.jpg
35.49,80.27,-12.55,3.17,45359.999,2023-10-03,10-03-2023-12-35-59-999.jpg
39.92,79.02,-13.89,3.45,45360.121,2023-10-03,10-03-2023-12-36-00-121.jpg
45.05,72.99,-24.98,12.37,45360.229,2023-10-03,10-03-2023-12-36-00-229.jpg
53.28,58.15,-46.49,15.68,45360.342,2023-10-03,10-03-2023-12-36-00-342.jpg
55.57,56.27,-47.19,12.6,45360.462,2023-10-03,10-03-2023-12-36-00-462.jpg
56.28,56.02,-46.65,10.74,45360.581,2023-10-03,10-03-2023-12-36-00-581.jpg
60.62,53.5,-48.62,10.27,45360.701,2023-10-03,10-03-2023-12-36-00-701.jpg
79.0,44.97,-61.45,10.33,45360.817,2023-10-03,10-03-2023-12-36-00-817.jpg
96.88,43.7,-57.5,3.6,45360.932,2023-10-03,10-03-2023-12-36-00-932.jpg
109.37,46.84,-48.26,2.65,45361.05,2023-10-03,10-03-2023-12-36-01-050.jpg
119.46,53.0,-39.31,7.76,45361.168,2023-10-03,10-03-2023-12-36-01-168.jpg
127.8,61.98,-29.03,4.86,45361.294,2023-10-03,10-03-2023-12-36-01-294.jpg
134.65,71.15,-16.63,12.47,45361.413,2023-10-03,10-03-2023-12-36-01-413.jpg
137.18,75.18,-11.5,13.27,45361.528,2023-10-03,10-03-2023-12-36-01-528.jpg
135.85,75.19,-12.69,10.6,45361.648,2023-10-03,10-03-2023-12-36-01-648.jpg
135.53,71.73,-17.6,9.53,45361.78,2023-10-03,10-03-2023-12-36-01-780.jpg
134.23,68.4,-21.57,6.95,45361.896,2023-10-03,10-03-2023-12-36-01-896.jpg
132.18,67.1,-23.58,5.48,45361.992,2023-10-03,10-03-2023-12-36-01-992.jpg
125.6,53.74,-39.53,3.97,45362.11,2023-10-03,10-03-2023-12-36-02-110.jpg
102.44,45.18,-51.47,4.33,45362.223,2023-10-03,10-03-2023-12-36-02-223.jpg
88.09,40.43,-65.48,10.98,45362.332,2023-10-03,10-03-2023-12-36-02-332.jpg
76.72,41.74,-65.16,12.38,45362.451,2023-10-03,10-03-2023-12-36-02-451.jpg
62.21,48.43,-54.04,7.95,45362.565,2023-10-03,10-03-2023-12-36-02-565.jpg
53.45,54.65,-44.29,5.71,45362.678,2023-10-03,10-03-2023-12-36-02-678.jpg
49.36,59.91,-37.23,4.48,45362.8,2023-10-03,10-03-2023-12-36-02-800.jpg
43.95,68.97,-26.04,5.82,45362.914,2023-10-03,10-03-2023-12-36-02-914.jpg
41.71,76.38,-16.19,2.48,45363.026,2023-10-03,10-03-2023-12-36-03-026.jpg
37.35,81.06,-11.17,2.1,45363.154,2023-10-03,10-03-2023-12-36-03-154.jpg
37.15,83.37,-8.47,2.08,45363.281,2023-10-03,10-03-2023-12-36-03-281.jpg
