elev,shp,rie,elb,time,date
20.94,-67.79,666.0,19.3,66855.042,2023-11-05
17.32,-61.89,666.0,21.82,66855.075,2023-11-05
12.22,-46.16,666.0,19.98,66855.107,2023-11-05
9.06,-21.14,666.0,18.44,66855.14,2023-11-05
8.34,4.85,666.0,20.9,66855.176,2023-11-05
9.68,33.46,666.0,22.06,66855.207,2023-11-05
12.95,51.93,666.0,22.36,66855.242,2023-11-05
19.16,65.94,666.0,19.95,66855.275,2023-11-05
28.41,72.42,666.0,14.89,66855.309,2023-11-05
35.8,75.76,666.0,17.18,66855.341,2023-11-05
39.02,79.79,11.0,30.84,66855.374,2023-11-05
54.6,80.36,666.0,18.7,66855.409,2023-11-05
69.78,79.13,666.0,2.64,66855.44,2023-11-05
69.43,81.03,666.0,5.25,66855.475,2023-11-05
32.21,105.13,26.22,43.85,66855.509,2023-11-05
28.46,112.88,29.22,43.57,66855.541,2023-11-05
20.41,126.54,24.54,56.44,66855.573,2023-11-05
19.21,124.55,23.98,55.12,66855.616,2023-11-05
17.2,132.44,24.21,61.13,66855.641,2023-11-05
17.72,125.3,25.2,59.3,66855.677,2023-11-05
18.79,116.13,25.8,56.05,66855.706,2023-11-05
20.96,105.96,26.64,50.35,66855.741,2023-11-05
133.47,71.92,666.0,9.41,66855.773,2023-11-05
139.54,68.71,666.0,11.48,66855.809,2023-11-05
145.8,65.66,666.0,13.26,66855.842,2023-11-05
148.97,64.36,666.0,13.31,66855.872,2023-11-05
154.02,57.48,666.0,13.12,66855.914,2023-11-05
158.96,57.32,666.0,14.1,66855.94,2023-11-05
160.87,57.17,666.0,15.99,66855.973,2023-11-05
164.21,57.97,666.0,17.8,66856.005,2023-11-05
165.54,58.91,666.0,19.21,66856.04,2023-11-05
166.61,59.77,666.0,21.24,66856.074,2023-11-05
169.71,52.4,666.0,19.32,66856.104,2023-11-05
170.93,50.71,666.0,20.87,66856.141,2023-11-05
171.73,49.35,666.0,20.8,66856.171,2023-11-05
172.29,48.2,666.0,20.2,66856.213,2023-11-05
172.66,47.67,666.0,19.92,66856.243,2023-11-05
172.87,47.62,666.0,19.58,66856.277,2023-11-05
172.91,48.18,666.0,17.34,66856.309,2023-11-05
172.64,56.69,666.0,15.18,66856.34,2023-11-05
171.27,61.98,666.0,12.28,66856.374,2023-11-05
169.98,63.87,666.0,9.9,66856.407,2023-11-05
167.76,66.6,666.0,10.67,66856.442,2023-11-05
165.66,67.34,666.0,7.39,66856.475,2023-11-05
159.53,67.19,666.0,11.29,66856.508,2023-11-05
154.51,67.86,666.0,11.25,66856.541,2023-11-05
147.02,68.93,666.0,14.44,66856.573,2023-11-05
140.41,70.13,666.0,14.51,66856.607,2023-11-05
133.68,71.04,666.0,14.51,66856.641,2023-11-05
125.67,70.92,666.0,16.26,66856.683,2023-11-05
115.3,70.85,666.0,22.19,66856.704,2023-11-05
107.68,70.12,666.0,21.31,66856.742,2023-11-05
100.65,69.39,666.0,23.12,66856.774,2023-11-05
98.65,68.79,666.0,17.4,66856.806,2023-11-05
99.16,68.5,666.0,10.61,66856.838,2023-11-05
99.3,68.33,666.0,11.59,66856.871,2023-11-05
102.74,67.28,666.0,15.18,66856.909,2023-11-05
103.65,66.23,666.0,14.9,66856.938,2023-11-05
93.37,68.67,666.0,9.91,66856.983,2023-11-05
73.87,63.17,666.0,10.08,66857.004,2023-11-05
60.69,56.23,666.0,19.01,66857.037,2023-11-05
48.22,51.03,666.0,20.31,66857.074,2023-11-05
40.73,47.67,666.0,18.56,66857.106,2023-11-05
33.9,44.46,666.0,15.85,66857.142,2023-11-05
24.17,37.39,666.0,16.63,66857.176,2023-11-05
18.55,30.06,666.0,13.2,66857.205,2023-11-05
14.95,21.0,666.0,10.05,66857.243,2023-11-05
12.63,9.13,666.0,8.88,66857.282,2023-11-05
11.51,-4.14,666.0,5.7,66857.304,2023-11-05
11.51,-21.53,666.0,4.76,66857.337,2023-11-05
12.93,-38.49,666.0,6.21,66857.372,2023-11-05
14.55,-47.95,666.0,6.38,66857.404,2023-11-05
16.68,-55.34,666.0,4.25,66857.442,2023-11-05
18.22,-59.01,666.0,5.1,66857.472,2023-11-05
19.39,-61.21,666.0,6.05,66857.508,2023-11-05
20.14,-62.38,666.0,6.86,66857.543,2023-11-05
20.57,-62.92,666.0,7.95,66857.572,2023-11-05
20.83,-63.12,666.0,9.49,66857.608,2023-11-05
20.89,-62.97,666.0,11.33,66857.642,2023-11-05
20.33,-61.94,666.0,16.83,66857.675,2023-11-05
18.96,-59.91,666.0,22.28,66857.707,2023-11-05
14.58,-50.93,666.0,19.47,66857.744,2023-11-05
11.47,-38.01,666.0,19.93,66857.772,2023-11-05
8.91,-7.35,666.0,17.15,66857.808,2023-11-05
9.72,26.77,666.0,16.2,66857.843,2023-11-05
12.58,47.4,666.0,17.54,66857.877,2023-11-05
17.64,61.6,666.0,17.71,66857.907,2023-11-05
23.76,69.17,666.0,18.85,66857.958,2023-11-05
28.6,73.07,666.0,22.85,66857.993,2023-11-05
37.61,78.09,666.0,21.29,66858.007,2023-11-05
51.96,76.39,666.0,15.07,66858.047,2023-11-05
62.36,78.5,666.0,14.38,66858.083,2023-11-05
65.77,78.35,666.0,15.08,66858.112,2023-11-05
59.3,84.66,666.0,18.73,66858.14,2023-11-05
53.97,88.07,666.0,24.49,66858.175,2023-11-05
82.2,86.37,666.0,20.09,66858.206,2023-11-05
60.37,84.02,666.0,10.65,66858.238,2023-11-05
51.96,81.86,666.0,17.25,66858.272,2023-11-05
46.74,79.03,666.0,23.09,66858.306,2023-11-05
43.97,76.67,666.0,26.1,66858.348,2023-11-05
42.35,75.81,666.0,27.84,66858.371,2023-11-05
130.63,68.8,666.0,11.97,66858.405,2023-11-05
137.29,67.73,666.0,13.19,66858.441,2023-11-05
148.11,67.51,666.0,10.55,66858.476,2023-11-05
149.88,67.98,666.0,14.1,66858.505,2023-11-05
154.39,68.95,666.0,12.51,66858.542,2023-11-05
156.48,68.43,666.0,16.45,66858.573,2023-11-05
159.38,68.51,666.0,17.83,66858.609,2023-11-05
161.76,67.74,666.0,19.92,66858.642,2023-11-05
165.01,67.23,666.0,20.57,66858.673,2023-11-05
167.57,65.29,666.0,20.0,66858.711,2023-11-05
169.69,61.82,666.0,19.63,66858.741,2023-11-05
171.69,54.92,666.0,22.29,66858.772,2023-11-05
172.9,47.78,666.0,23.04,66858.811,2023-11-05
173.58,42.3,666.0,22.47,66858.837,2023-11-05
172.93,28.29,666.0,20.85,66858.876,2023-11-05
172.85,23.7,666.0,20.29,66858.906,2023-11-05
172.7,23.43,666.0,20.18,66858.939,2023-11-05
172.48,26.14,666.0,18.6,66858.974,2023-11-05
172.2,30.19,666.0,16.9,66859.004,2023-11-05
170.55,43.84,666.0,15.26,66859.039,2023-11-05
169.35,49.22,666.0,13.09,66859.075,2023-11-05
167.4,54.98,666.0,12.27,66859.114,2023-11-05
161.49,67.45,666.0,11.43,66859.137,2023-11-05
155.2,71.65,666.0,12.72,66859.173,2023-11-05
150.94,71.93,666.0,10.8,66859.207,2023-11-05
143.12,71.54,666.0,13.89,66859.245,2023-11-05
138.1,71.12,666.0,11.02,66859.271,2023-11-05
129.35,70.52,666.0,14.53,66859.304,2023-11-05
123.49,68.47,666.0,15.02,66859.337,2023-11-05
118.23,66.42,666.0,15.04,66859.371,2023-11-05
112.0,65.0,666.0,15.0,66859.416,2023-11-05
106.55,65.78,666.0,10.37,66859.439,2023-11-05
101.0,67.58,666.0,9.59,66859.473,2023-11-05
100.63,67.67,666.0,9.0,66859.509,2023-11-05
100.14,67.41,666.0,10.65,66859.538,2023-11-05
99.6,64.18,666.0,12.49,66859.574,2023-11-05
97.74,61.48,666.0,13.69,66859.611,2023-11-05
94.13,59.96,666.0,14.2,66859.637,2023-11-05
73.26,54.33,666.0,19.21,66859.676,2023-11-05
56.78,49.86,666.0,20.06,66859.706,2023-11-05
44.32,44.29,666.0,21.43,66859.74,2023-11-05
29.76,37.47,666.0,26.4,66859.775,2023-11-05
24.69,33.83,666.0,24.08,66859.808,2023-11-05
20.86,28.66,666.0,18.96,66859.841,2023-11-05
18.45,23.67,666.0,13.72,66859.879,2023-11-05
16.27,15.44,666.0,10.15,66859.91,2023-11-05
14.97,7.8,666.0,5.08,66859.94,2023-11-05
13.97,-4.68,666.0,5.3,66859.972,2023-11-05
13.84,-15.7,666.0,3.48,66860.007,2023-11-05
14.74,-28.96,666.0,4.49,66860.04,2023-11-05
16.26,-39.07,666.0,3.95,66860.076,2023-11-05
18.06,-46.38,666.0,4.2,66860.109,2023-11-05
19.67,-51.22,666.0,5.48,66860.147,2023-11-05
20.53,-53.6,666.0,6.14,66860.175,2023-11-05
21.12,-55.23,666.0,6.36,66860.209,2023-11-05
21.41,-56.07,666.0,6.71,66860.238,2023-11-05
21.56,-56.49,666.0,7.19,66860.273,2023-11-05
21.47,-56.56,666.0,8.41,66860.31,2023-11-05
20.91,-56.0,666.0,14.51,66860.341,2023-11-05
18.89,-52.97,666.0,17.48,66860.374,2023-11-05
15.35,-43.79,666.0,19.53,66860.41,2023-11-05
11.87,-21.45,666.0,17.87,66860.443,2023-11-05
10.98,4.24,666.0,16.42,66860.478,2023-11-05
12.31,28.31,666.0,17.25,66860.505,2023-11-05
15.43,44.97,666.0,18.22,66860.541,2023-11-05
22.44,61.32,666.0,14.48,66860.575,2023-11-05
29.14,67.95,666.0,15.5,66860.61,2023-11-05
32.55,70.5,666.0,25.91,66860.639,2023-11-05
46.26,74.88,666.0,16.1,66860.674,2023-11-05
59.12,74.96,666.0,4.85,66860.705,2023-11-05
72.86,73.82,666.0,12.67,66860.741,2023-11-05
71.43,74.49,666.0,14.62,66860.782,2023-11-05
68.44,74.74,666.0,10.68,66860.805,2023-11-05
65.18,72.91,666.0,8.46,66860.839,2023-11-05
60.54,69.99,666.0,4.94,66860.872,2023-11-05
58.37,68.05,666.0,4.03,66860.907,2023-11-05
57.48,66.6,666.0,3.98,66860.941,2023-11-05
56.96,65.62,666.0,3.95,66860.977,2023-11-05
56.63,64.62,666.0,3.97,66861.004,2023-11-05
56.48,63.81,666.0,3.98,66861.047,2023-11-05
56.48,63.42,666.0,3.93,66861.085,2023-11-05
56.98,63.9,666.0,3.18,66861.107,2023-11-05
56.74,65.81,666.0,2.47,66861.142,2023-11-05
55.0,68.06,666.0,2.73,66861.176,2023-11-05
54.1,69.35,666.0,3.32,66861.207,2023-11-05
50.98,71.39,666.0,6.2,66861.239,2023-11-05
49.3,72.59,666.0,7.89,66861.275,2023-11-05
48.69,73.3,666.0,8.52,66861.308,2023-11-05
48.3,73.78,666.0,8.92,66861.338,2023-11-05
48.22,74.25,666.0,8.97,66861.383,2023-11-05
48.43,74.43,666.0,8.72,66861.407,2023-11-05
48.76,74.9,666.0,8.36,66861.438,2023-11-05
49.09,75.46,666.0,7.99,66861.475,2023-11-05
49.32,75.97,666.0,7.73,66861.509,2023-11-05
71.09,88.55,666.0,17.65,66861.54,2023-11-05
49.32,76.76,666.0,7.68,66861.574,2023-11-05
49.31,76.96,666.0,7.68,66861.604,2023-11-05
49.24,77.07,666.0,7.76,66861.638,2023-11-05
42.73,63.43,666.0,17.89,66861.673,2023-11-05
40.49,55.62,22.72,144.45,66861.704,2023-11-05
39.69,51.08,33.34,149.33,66861.74,2023-11-05
40.97,63.05,12.15,143.36,66861.774,2023-11-05
42.31,68.53,10.45,140.19,66861.808,2023-11-05
141.7,68.44,666.0,29.96,66861.845,2023-11-05
145.62,71.58,666.0,13.67,66861.87,2023-11-05
141.82,70.77,666.0,9.15,66861.909,2023-11-05
136.34,70.27,666.0,7.44,66861.936,2023-11-05
131.1,68.91,666.0,6.58,66861.974,2023-11-05
126.56,66.43,666.0,8.41,66862.004,2023-11-05
115.43,66.8,666.0,8.26,66862.037,2023-11-05
104.15,68.36,666.0,9.68,66862.076,2023-11-05
100.87,69.58,666.0,5.47,66862.103,2023-11-05
67.28,74.62,666.0,23.71,66862.144,2023-11-05
48.74,81.3,18.96,42.63,66862.174,2023-11-05
43.56,83.17,17.65,56.1,66862.209,2023-11-05
42.74,82.49,18.95,56.89,66862.237,2023-11-05
62.3,65.58,666.0,7.6,66862.277,2023-11-05
56.65,60.94,666.0,6.51,66862.308,2023-11-05
55.96,55.68,666.0,13.19,66862.344,2023-11-05
48.06,48.55,666.0,15.23,66862.373,2023-11-05
38.25,41.45,666.0,14.95,66862.407,2023-11-05
27.29,31.48,666.0,16.91,66862.447,2023-11-05
20.81,22.3,666.0,17.28,66862.474,2023-11-05
17.03,12.33,666.0,15.5,66862.509,2023-11-05
14.4,0.48,666.0,13.65,66862.54,2023-11-05
13.23,-8.28,666.0,10.17,66862.573,2023-11-05
12.65,-20.76,666.0,10.26,66862.609,2023-11-05
12.82,-31.91,666.0,7.43,66862.639,2023-11-05
14.21,-46.8,666.0,7.07,66862.674,2023-11-05
16.03,-56.79,666.0,8.76,66862.709,2023-11-05
17.44,-62.47,666.0,11.12,66862.741,2023-11-05
18.45,-65.55,666.0,11.94,66862.771,2023-11-05
19.17,-67.56,666.0,12.93,66862.809,2023-11-05
19.51,-68.6,666.0,11.52,66862.842,2023-11-05
19.67,-69.08,666.0,15.53,66862.872,2023-11-05
19.68,-69.16,666.0,18.42,66862.913,2023-11-05
19.23,-68.52,666.0,21.88,66862.938,2023-11-05
17.32,-65.51,666.0,23.95,66862.974,2023-11-05
13.77,-57.53,666.0,19.49,66863.01,2023-11-05
9.8,-40.46,666.0,18.12,66863.039,2023-11-05
7.77,-16.04,666.0,16.86,66863.074,2023-11-05
8.25,22.47,666.0,16.84,66863.104,2023-11-05
10.48,42.27,666.0,19.15,66863.141,2023-11-05
15.61,56.93,666.0,18.96,66863.175,2023-11-05
23.45,64.4,666.0,14.56,66863.21,2023-11-05
29.62,66.23,666.0,15.32,66863.242,2023-11-05
35.05,67.57,666.0,15.93,66863.276,2023-11-05
47.0,68.98,666.0,12.44,66863.307,2023-11-05
57.16,62.99,666.0,18.18,66863.343,2023-11-05
59.82,62.19,666.0,28.2,66863.373,2023-11-05
55.57,74.06,16.52,39.18,66863.408,2023-11-05
57.1,78.6,20.6,46.03,66863.438,2023-11-05
58.35,80.21,20.01,53.63,66863.474,2023-11-05
61.73,80.29,20.06,64.65,66863.512,2023-11-05
91.68,75.63,666.0,25.68,66863.537,2023-11-05
85.64,76.25,12.71,48.06,66863.574,2023-11-05
91.26,75.95,11.1,52.77,66863.607,2023-11-05
94.62,75.41,8.91,58.46,66863.637,2023-11-05
97.61,75.07,6.46,61.65,66863.679,2023-11-05
101.42,75.01,4.08,62.33,66863.706,2023-11-05
105.57,75.1,2.43,61.48,66863.742,2023-11-05
137.37,64.76,666.0,21.95,66863.775,2023-11-05
146.94,61.13,666.0,15.44,66863.815,2023-11-05
153.3,58.16,666.0,13.04,66863.842,2023-11-05
157.12,56.96,666.0,13.12,66863.873,2023-11-05
159.67,55.26,666.0,15.44,66863.906,2023-11-05
161.87,52.27,666.0,16.03,66863.938,2023-11-05
163.18,51.95,666.0,21.57,66863.974,2023-11-05
166.11,52.23,666.0,19.65,66864.007,2023-11-05
169.03,52.69,666.0,20.96,66864.04,2023-11-05
170.71,53.53,666.0,20.68,66864.077,2023-11-05
171.98,54.35,666.0,20.09,66864.106,2023-11-05
172.74,55.55,666.0,20.13,66864.138,2023-11-05
173.88,51.77,666.0,18.99,66864.174,2023-11-05
174.42,49.13,666.0,18.74,66864.207,2023-11-05
174.8,45.74,666.0,18.45,66864.236,2023-11-05
174.98,43.51,666.0,18.2,66864.277,2023-11-05
175.03,42.13,666.0,17.48,66864.307,2023-11-05
174.79,42.64,666.0,16.3,66864.338,2023-11-05
173.74,48.88,666.0,14.39,66864.373,2023-11-05
172.39,53.86,666.0,10.45,66864.408,2023-11-05
166.26,66.23,666.0,13.22,66864.437,2023-11-05
160.84,71.08,666.0,13.55,66864.474,2023-11-05
157.11,72.67,666.0,12.23,66864.507,2023-11-05
151.98,74.03,666.0,11.83,66864.537,2023-11-05
146.9,75.07,666.0,11.25,66864.579,2023-11-05
139.81,75.69,666.0,12.21,66864.608,2023-11-05
133.6,75.88,666.0,11.54,66864.64,2023-11-05
124.92,75.41,666.0,14.52,66864.675,2023-11-05
118.9,74.53,666.0,12.67,66864.707,2023-11-05
114.88,73.27,666.0,10.1,66864.742,2023-11-05
108.85,72.38,666.0,10.79,66864.774,2023-11-05
101.7,72.76,666.0,10.89,66864.808,2023-11-05
65.59,77.55,4.48,43.93,66864.84,2023-11-05
47.64,80.76,8.86,60.89,66864.883,2023-11-05
43.19,82.91,9.08,71.23,66864.905,2023-11-05
42.97,84.62,9.87,71.72,66864.936,2023-11-05
62.73,67.53,-6.71,54.52,66864.976,2023-11-05
56.97,65.2,666.0,23.27,66865.006,2023-11-05
55.4,61.3,666.0,8.03,66865.041,2023-11-05
51.38,55.92,666.0,13.26,66865.079,2023-11-05
38.83,47.64,666.0,12.71,66865.108,2023-11-05
27.93,39.42,666.0,13.71,66865.14,2023-11-05
20.15,27.9,666.0,15.95,66865.172,2023-11-05
16.58,17.92,666.0,14.71,66865.205,2023-11-05
14.81,8.29,666.0,9.86,66865.239,2023-11-05
13.56,-10.62,666.0,9.59,66865.274,2023-11-05
13.87,-25.88,666.0,7.36,66865.307,2023-11-05
14.92,-37.82,666.0,5.8,66865.342,2023-11-05
16.54,-47.45,666.0,7.69,66865.374,2023-11-05
17.77,-52.68,666.0,8.74,66865.41,2023-11-05
18.92,-56.69,666.0,2.72,66865.438,2023-11-05
19.83,-59.04,666.0,6.75,66865.472,2023-11-05
20.38,-60.26,666.0,7.85,66865.505,2023-11-05
20.69,-61.07,666.0,8.5,66865.541,2023-11-05
20.8,-61.37,666.0,8.31,66865.574,2023-11-05
20.76,-61.49,666.0,6.99,66865.61,2023-11-05
19.81,-60.76,666.0,14.37,66865.648,2023-11-05
18.22,-58.96,666.0,20.39,66865.675,2023-11-05
15.16,-53.08,666.0,19.94,66865.708,2023-11-05
11.58,-40.89,666.0,15.93,66865.741,2023-11-05
9.13,-20.08,666.0,13.9,66865.775,2023-11-05
8.69,9.73,666.0,15.11,66865.804,2023-11-05
11.29,38.39,666.0,13.89,66865.838,2023-11-05
13.65,48.95,666.0,18.53,66865.874,2023-11-05
18.38,58.63,666.0,19.55,66865.908,2023-11-05
26.03,65.66,666.0,15.77,66865.942,2023-11-05
31.2,68.7,666.0,18.36,66865.975,2023-11-05
38.52,71.49,666.0,19.74,66866.005,2023-11-05
50.07,73.86,666.0,14.97,66866.042,2023-11-05
58.98,75.11,666.0,16.43,66866.075,2023-11-05
70.97,75.59,666.0,14.01,66866.112,2023-11-05
74.51,75.58,666.0,14.06,66866.138,2023-11-05
76.59,75.21,666.0,14.35,66866.176,2023-11-05
65.87,79.24,666.0,15.78,66866.206,2023-11-05
30.41,100.99,15.12,60.15,66866.242,2023-11-05
26.85,117.64,19.66,60.6,66866.275,2023-11-05
24.29,127.0,20.34,65.06,66866.305,2023-11-05
23.15,132.22,21.06,67.26,66866.342,2023-11-05
23.13,129.08,22.18,64.64,66866.374,2023-11-05
126.56,75.76,666.0,11.93,66866.412,2023-11-05
132.67,73.83,666.0,13.92,66866.439,2023-11-05
141.94,70.32,666.0,13.32,66866.473,2023-11-05
145.72,69.36,666.0,16.75,66866.507,2023-11-05
149.85,68.8,666.0,18.29,66866.537,2023-11-05
153.91,69.38,666.0,19.36,66866.571,2023-11-05
160.0,68.12,666.0,17.41,66866.607,2023-11-05
163.57,68.62,666.0,18.55,66866.641,2023-11-05
165.86,69.63,666.0,23.01,66866.674,2023-11-05
168.79,68.2,666.0,23.02,66866.706,2023-11-05
174.6,66.55,666.0,18.07,66866.739,2023-11-05
169.28,128.06,666.0,20.47,66866.772,2023-11-05
170.62,139.57,666.0,17.92,66866.808,2023-11-05
171.4,150.94,666.0,15.69,66866.836,2023-11-05
171.77,158.86,666.0,14.77,66866.877,2023-11-05
171.85,163.15,666.0,14.3,66866.904,2023-11-05
176.13,-75.64,666.0,9.85,66866.937,2023-11-05
177.7,-47.55,666.0,10.2,66866.971,2023-11-05
178.02,-1.57,666.0,9.23,66867.005,2023-11-05
172.65,70.27,666.0,15.23,66867.041,2023-11-05
168.56,77.1,666.0,17.01,66867.075,2023-11-05
166.61,78.94,666.0,15.89,66867.108,2023-11-05
164.98,80.4,666.0,10.87,66867.138,2023-11-05
162.52,82.33,666.0,8.54,66867.178,2023-11-05
154.88,83.26,666.0,13.26,66867.209,2023-11-05
150.0,82.37,666.0,11.78,66867.238,2023-11-05
146.11,93.62,666.0,7.87,66867.274,2023-11-05
138.04,80.62,666.0,10.19,66867.309,2023-11-05
130.21,80.49,666.0,12.73,66867.34,2023-11-05
124.95,79.97,666.0,10.62,66867.374,2023-11-05
117.66,79.41,666.0,12.12,66867.408,2023-11-05
112.2,79.28,666.0,9.09,66867.441,2023-11-05
106.06,76.91,666.0,8.11,66867.477,2023-11-05
104.64,75.31,666.0,7.12,66867.505,2023-11-05
82.88,74.27,666.0,26.68,66867.542,2023-11-05
66.63,74.04,-0.54,43.43,66867.574,2023-11-05
61.04,73.23,1.76,50.9,66867.607,2023-11-05
76.77,62.35,-22.65,45.19,66867.64,2023-11-05
62.02,62.42,-7.32,44.08,66867.672,2023-11-05
54.4,59.35,666.0,18.34,66867.704,2023-11-05
48.47,55.96,666.0,10.37,66867.743,2023-11-05
35.59,52.06,666.0,8.13,66867.783,2023-11-05
26.64,47.4,666.0,7.72,66867.806,2023-11-05
18.63,34.77,666.0,10.96,66867.839,2023-11-05
14.11,19.36,666.0,11.21,66867.875,2023-11-05
12.01,6.43,666.0,7.33,66867.907,2023-11-05
11.02,-17.45,666.0,3.97,66867.939,2023-11-05
12.75,-42.75,666.0,2.88,66867.976,2023-11-05
17.69,-61.7,666.0,5.13,66868.012,2023-11-05
20.34,-66.49,666.0,5.59,66868.041,2023-11-05
22.6,-68.83,666.0,6.61,66868.082,2023-11-05
24.56,-70.17,666.0,3.31,66868.108,2023-11-05
25.65,-70.43,666.0,6.59,66868.139,2023-11-05
32.32,-75.26,666.0,5.76,66868.174,2023-11-05
33.73,-75.51,666.0,8.12,66868.206,2023-11-05
34.2,-75.09,666.0,9.49,66868.24,2023-11-05
32.99,-73.73,666.0,9.92,66868.274,2023-11-05
27.55,-68.7,666.0,2.76,66868.309,2023-11-05
22.89,-62.97,666.0,10.55,66868.34,2023-11-05
18.3,-54.99,666.0,12.45,66868.374,2023-11-05
13.25,-43.07,666.0,15.8,66868.407,2023-11-05
9.06,-20.06,666.0,18.66,66868.44,2023-11-05
8.57,33.53,666.0,13.99,66868.472,2023-11-05
11.43,54.87,666.0,15.17,66868.506,2023-11-05
16.94,69.1,666.0,15.11,66868.543,2023-11-05
24.61,77.58,666.0,10.97,66868.573,2023-11-05
29.81,81.24,666.0,15.84,66868.607,2023-11-05
39.48,86.4,666.0,14.85,66868.638,2023-11-05
49.77,87.9,666.0,16.72,66868.676,2023-11-05
64.32,85.97,666.0,8.09,66868.708,2023-11-05
78.54,83.62,666.0,3.74,66868.742,2023-11-05
82.51,81.96,666.0,5.44,66868.771,2023-11-05
89.08,79.94,666.0,12.63,66868.804,2023-11-05
86.5,73.68,666.0,17.4,66868.845,2023-11-05
85.43,71.21,666.0,20.42,66868.872,2023-11-05
83.75,69.82,666.0,20.99,66868.906,2023-11-05
81.5,68.92,-9.56,66.7,66868.941,2023-11-05
119.65,69.82,666.0,16.81,66868.971,2023-11-05
132.49,71.38,666.0,13.62,66869.009,2023-11-05
142.14,66.45,666.0,14.01,66869.04,2023-11-05
145.15,68.85,666.0,11.12,66869.075,2023-11-05
149.86,69.76,666.0,9.5,66869.104,2023-11-05
151.98,70.83,666.0,11.2,66869.147,2023-11-05
153.4,71.19,666.0,17.55,66869.173,2023-11-05
157.0,70.83,666.0,18.42,66869.203,2023-11-05
159.97,70.19,666.0,21.04,66869.24,2023-11-05
162.93,68.61,666.0,22.7,66869.273,2023-11-05
167.23,61.92,666.0,19.85,66869.308,2023-11-05
169.45,56.15,666.0,19.83,66869.34,2023-11-05
170.85,50.99,666.0,25.61,66869.371,2023-11-05
174.16,3.5,666.0,16.49,66869.405,2023-11-05
173.78,-19.37,666.0,14.79,66869.439,2023-11-05
