elev,shp,rie,elb,time,date,images
173.95,90.67,12.4,22.89,66776.716,2023-11-05,11-05-2023-18-32-56-716.jpg
173.95,85.42,-4.31,16.53,66776.834,2023-11-05,11-05-2023-18-32-56-834.jpg
164.26,80.2,-3.17,12.73,66776.931,2023-11-05,11-05-2023-18-32-56-931.jpg
144.75,61.48,-27.13,0.44,66777.032,2023-11-05,11-05-2023-18-32-57-032.jpg
135.71,46.29,-36.85,4.86,66777.13,2023-11-05,11-05-2023-18-32-57-130.jpg
125.64,38.2,-44.16,1.46,66777.229,2023-11-05,11-05-2023-18-32-57-229.jpg
114.82,32.8,-51.3,1.57,66777.336,2023-11-05,11-05-2023-18-32-57-336.jpg
83.23,32.8,-51.3,6.85,66777.451,2023-11-05,11-05-2023-18-32-57-451.jpg
47.2,30.95,-61.39,8.06,66777.552,2023-11-05,11-05-2023-18-32-57-552.jpg
27.49,51.31,-40.74,5.45,66777.662,2023-11-05,11-05-2023-18-32-57-662.jpg
16.82,68.76,-21.21,2.18,66777.763,2023-11-05,11-05-2023-18-32-57-763.jpg
10.38,76.98,-11.41,2.07,66777.865,2023-11-05,11-05-2023-18-32-57-865.jpg
10.38,82.97,-4.11,5.16,66777.984,2023-11-05,11-05-2023-18-32-57-984.jpg
10.38,84.41,-3.3,4.22,66778.082,2023-11-05,11-05-2023-18-32-58-082.jpg
10.38,83.82,-5.08,1.76,66778.198,2023-11-05,11-05-2023-18-32-58-198.jpg
8.72,79.25,-12.82,5.12,66778.298,2023-11-05,11-05-2023-18-32-58-298.jpg
17.19,75.43,-19.18,10.5,66778.399,2023-11-05,11-05-2023-18-32-58-399.jpg
29.2,58.66,-38.13,12.29,66778.502,2023-11-05,11-05-2023-18-32-58-502.jpg
42.29,41.84,-54.51,10.33,66778.613,2023-11-05,11-05-2023-18-32-58-613.jpg
56.36,26.7,-71.75,7.48,66778.722,2023-11-05,11-05-2023-18-32-58-722.jpg
109.73,5.32,-74.4,4.28,66778.835,2023-11-05,11-05-2023-18-32-58-835.jpg
122.84,31.36,-52.84,3.25,66778.932,2023-11-05,11-05-2023-18-32-58-932.jpg
122.04,34.51,-50.35,3.21,66779.028,2023-11-05,11-05-2023-18-32-59-028.jpg
121.46,35.09,-49.79,3.51,66779.132,2023-11-05,11-05-2023-18-32-59-132.jpg
139.78,45.28,-38.73,8.48,66779.236,2023-11-05,11-05-2023-18-32-59-236.jpg
157.75,69.47,-14.01,11.2,66779.348,2023-11-05,11-05-2023-18-32-59-348.jpg
157.75,82.14,-1.56,11.28,66779.445,2023-11-05,11-05-2023-18-32-59-445.jpg
157.75,86.95,-4.81,14.8,66779.55,2023-11-05,11-05-2023-18-32-59-550.jpg
157.75,81.43,-2.96,10.04,66779.646,2023-11-05,11-05-2023-18-32-59-646.jpg
155.28,78.38,-4.73,13.23,66779.755,2023-11-05,11-05-2023-18-32-59-755.jpg
141.7,60.34,-28.72,2.33,66779.862,2023-11-05,11-05-2023-18-32-59-862.jpg
118.34,37.58,-53.35,6.68,66779.968,2023-11-05,11-05-2023-18-32-59-968.jpg
93.6,37.58,-86.66,1.92,66780.084,2023-11-05,11-05-2023-18-33-00-084.jpg
75.37,37.58,-86.66,9.5,66780.184,2023-11-05,11-05-2023-18-33-00-184.jpg
59.52,11.85,-86.66,8.45,66780.297,2023-11-05,11-05-2023-18-33-00-297.jpg
37.78,28.86,-64.92,6.69,66780.397,2023-11-05,11-05-2023-18-33-00-397.jpg
24.96,54.76,-36.51,4.71,66780.499,2023-11-05,11-05-2023-18-33-00-499.jpg
24.96,71.8,-17.23,1.15,66780.605,2023-11-05,11-05-2023-18-33-00-605.jpg
24.96,80.74,-6.48,4.57,66780.715,2023-11-05,11-05-2023-18-33-00-715.jpg
24.96,82.78,-4.77,4.1,66780.813,2023-11-05,11-05-2023-18-33-00-813.jpg
24.96,83.04,-4.76,3.72,66780.918,2023-11-05,11-05-2023-18-33-00-918.jpg
24.96,83.23,-4.77,3.37,66781.029,2023-11-05,11-05-2023-18-33-01-029.jpg
24.96,81.33,-8.56,0.09,66781.13,2023-11-05,11-05-2023-18-33-01-130.jpg
11.03,76.91,-16.07,7.01,66781.231,2023-11-05,11-05-2023-18-33-01-231.jpg
25.29,57.81,-39.65,12.94,66781.335,2023-11-05,11-05-2023-18-33-01-335.jpg
44.82,40.95,-58.62,12.84,66781.446,2023-11-05,11-05-2023-18-33-01-446.jpg
76.1,40.95,-58.62,7.15,66781.549,2023-11-05,11-05-2023-18-33-01-549.jpg
97.83,40.95,-58.62,0.39,66781.646,2023-11-05,11-05-2023-18-33-01-646.jpg
114.21,21.19,-63.0,2.63,66781.748,2023-11-05,11-05-2023-18-33-01-748.jpg
134.71,24.6,-66.16,1.57,66781.85,2023-11-05,11-05-2023-18-33-01-850.jpg
144.7,48.01,-37.5,6.06,66781.944,2023-11-05,11-05-2023-18-33-01-944.jpg
159.25,69.72,-14.74,10.0,66782.047,2023-11-05,11-05-2023-18-33-02-047.jpg
159.25,84.8,-2.28,13.99,66782.163,2023-11-05,11-05-2023-18-33-02-163.jpg
159.25,93.25,13.91,20.07,66782.264,2023-11-05,11-05-2023-18-33-02-264.jpg
174.62,95.27,15.82,21.19,66782.381,2023-11-05,11-05-2023-18-33-02-381.jpg
174.62,94.4,15.12,21.09,66782.483,2023-11-05,11-05-2023-18-33-02-483.jpg
174.62,86.34,-3.82,13.93,66782.581,2023-11-05,11-05-2023-18-33-02-581.jpg
174.62,83.29,-1.27,10.15,66782.69,2023-11-05,11-05-2023-18-33-02-690.jpg
153.56,68.28,-19.66,1.72,66782.797,2023-11-05,11-05-2023-18-33-02-797.jpg
147.33,59.32,-30.17,1.74,66782.903,2023-11-05,11-05-2023-18-33-02-903.jpg
124.17,36.81,-45.93,2.5,66782.999,2023-11-05,11-05-2023-18-33-02-999.jpg
97.73,36.81,-78.33,0.53,66783.101,2023-11-05,11-05-2023-18-33-03-101.jpg
67.67,36.81,-78.33,7.74,66783.193,2023-11-05,11-05-2023-18-33-03-193.jpg
42.77,39.78,-44.74,1.64,66783.296,2023-11-05,11-05-2023-18-33-03-296.jpg
25.92,49.13,-42.15,4.43,66783.399,2023-11-05,11-05-2023-18-33-03-399.jpg
8.9,69.09,-19.84,0.48,66783.503,2023-11-05,11-05-2023-18-33-03-503.jpg
8.9,78.75,-9.44,2.68,66783.611,2023-11-05,11-05-2023-18-33-03-611.jpg
8.9,83.86,-3.93,3.76,66783.715,2023-11-05,11-05-2023-18-33-03-715.jpg
8.9,83.87,-4.06,3.39,66783.815,2023-11-05,11-05-2023-18-33-03-815.jpg
8.9,82.29,-7.12,0.55,66783.925,2023-11-05,11-05-2023-18-33-03-925.jpg
8.9,80.15,-12.06,4.76,66784.032,2023-11-05,11-05-2023-18-33-04-032.jpg
11.1,78.73,-14.38,6.78,66784.138,2023-11-05,11-05-2023-18-33-04-138.jpg
17.6,72.14,-25.63,15.22,66784.247,2023-11-05,11-05-2023-18-33-04-247.jpg
27.36,56.08,-41.1,12.33,66784.347,2023-11-05,11-05-2023-18-33-04-347.jpg
47.37,39.99,-56.97,10.57,66784.448,2023-11-05,11-05-2023-18-33-04-448.jpg
87.96,39.99,-56.97,1.57,66784.566,2023-11-05,11-05-2023-18-33-04-566.jpg
99.57,39.99,-56.97,2.38,66784.67,2023-11-05,11-05-2023-18-33-04-670.jpg
108.3,39.99,-78.76,4.49,66784.785,2023-11-05,11-05-2023-18-33-04-785.jpg
135.25,21.8,-53.61,8.96,66784.893,2023-11-05,11-05-2023-18-33-04-893.jpg
155.42,67.15,-14.25,16.7,66785.0,2023-11-05,11-05-2023-18-33-05-000.jpg
178.06,79.09,-5.09,10.5,66785.099,2023-11-05,11-05-2023-18-33-05-099.jpg
178.06,89.39,-8.15,16.52,66785.199,2023-11-05,11-05-2023-18-33-05-199.jpg
178.06,90.97,10.18,17.36,66785.313,2023-11-05,11-05-2023-18-33-05-313.jpg
178.06,87.84,-6.12,15.67,66785.414,2023-11-05,11-05-2023-18-33-05-414.jpg
178.06,82.63,-1.53,10.64,66785.531,2023-11-05,11-05-2023-18-33-05-531.jpg
155.21,69.84,-17.87,3.39,66785.638,2023-11-05,11-05-2023-18-33-05-638.jpg
138.67,47.28,-38.03,3.25,66785.748,2023-11-05,11-05-2023-18-33-05-748.jpg
117.5,31.78,-50.16,7.27,66785.851,2023-11-05,11-05-2023-18-33-05-851.jpg
88.57,31.78,-50.16,5.81,66785.963,2023-11-05,11-05-2023-18-33-05-963.jpg
60.06,21.27,-81.67,11.13,66786.07,2023-11-05,11-05-2023-18-33-06-070.jpg
43.22,38.95,-52.26,6.59,66786.184,2023-11-05,11-05-2023-18-33-06-184.jpg
24.93,56.57,-33.76,4.44,66786.28,2023-11-05,11-05-2023-18-33-06-280.jpg
17.1,69.94,-20.03,2.45,66786.391,2023-11-05,11-05-2023-18-33-06-391.jpg
17.1,79.87,-9.09,0.99,66786.499,2023-11-05,11-05-2023-18-33-06-499.jpg
17.1,80.41,-9.61,0.89,66786.595,2023-11-05,11-05-2023-18-33-06-595.jpg
9.59,83.14,-7.01,1.02,66786.7,2023-11-05,11-05-2023-18-33-06-700.jpg
5.56,85.24,-3.22,2.67,66786.8,2023-11-05,11-05-2023-18-33-06-800.jpg
5.56,84.26,-5.09,0.88,66786.899,2023-11-05,11-05-2023-18-33-06-899.jpg
3.46,84.57,-5.39,0.26,66787.012,2023-11-05,11-05-2023-18-33-07-012.jpg
7.75,84.38,-6.77,2.87,66787.113,2023-11-05,11-05-2023-18-33-07-113.jpg
7.75,81.75,-10.68,5.08,66787.23,2023-11-05,11-05-2023-18-33-07-230.jpg
14.71,66.88,-33.33,17.17,66787.333,2023-11-05,11-05-2023-18-33-07-333.jpg
37.33,47.38,-52.22,14.43,66787.446,2023-11-05,11-05-2023-18-33-07-446.jpg
57.57,29.08,-67.29,7.4,66787.548,2023-11-05,11-05-2023-18-33-07-548.jpg
87.49,29.08,-67.29,2.99,66787.646,2023-11-05,11-05-2023-18-33-07-646.jpg
107.0,29.08,-73.93,3.05,66787.744,2023-11-05,11-05-2023-18-33-07-744.jpg
118.63,29.04,-52.54,6.19,66787.849,2023-11-05,11-05-2023-18-33-07-849.jpg
136.87,43.01,-33.52,18.69,66787.962,2023-11-05,11-05-2023-18-33-07-962.jpg
147.94,60.01,-22.0,16.04,66788.069,2023-11-05,11-05-2023-18-33-08-069.jpg
164.81,75.45,-8.46,11.03,66788.176,2023-11-05,11-05-2023-18-33-08-176.jpg
164.81,85.89,-3.97,14.9,66788.284,2023-11-05,11-05-2023-18-33-08-284.jpg
164.81,88.19,-6.44,15.39,66788.4,2023-11-05,11-05-2023-18-33-08-400.jpg
164.81,88.68,-6.88,15.29,66788.5,2023-11-05,11-05-2023-18-33-08-500.jpg
170.49,80.2,-4.85,9.19,66788.615,2023-11-05,11-05-2023-18-33-08-615.jpg
162.23,79.64,-6.22,7.55,66788.712,2023-11-05,11-05-2023-18-33-08-712.jpg
142.06,51.17,-37.98,0.08,66788.816,2023-11-05,11-05-2023-18-33-08-816.jpg
117.1,30.86,-55.95,0.77,66788.911,2023-11-05,11-05-2023-18-33-08-911.jpg
88.02,9.63,-55.95,0.88,66789.013,2023-11-05,11-05-2023-18-33-09-013.jpg
69.03,9.63,-55.95,9.54,66789.119,2023-11-05,11-05-2023-18-33-09-119.jpg
53.5,27.88,-66.86,8.89,66789.219,2023-11-05,11-05-2023-18-33-09-219.jpg
27.05,42.0,-52.49,5.6,66789.335,2023-11-05,11-05-2023-18-33-09-335.jpg
16.41,60.57,-29.35,2.33,66789.435,2023-11-05,11-05-2023-18-33-09-435.jpg
16.41,75.88,-12.88,1.45,66789.553,2023-11-05,11-05-2023-18-33-09-553.jpg
16.41,83.79,-4.01,3.7,66789.658,2023-11-05,11-05-2023-18-33-09-658.jpg
2.17,84.16,-3.89,3.45,66789.767,2023-11-05,11-05-2023-18-33-09-767.jpg
2.17,82.11,-6.42,2.38,66789.876,2023-11-05,11-05-2023-18-33-09-876.jpg
2.17,80.53,-9.0,0.2,66789.978,2023-11-05,11-05-2023-18-33-09-978.jpg
2.17,79.96,-10.85,2.23,66790.082,2023-11-05,11-05-2023-18-33-10-082.jpg
2.17,79.83,-11.44,2.85,66790.18,2023-11-05,11-05-2023-18-33-10-180.jpg
2.17,79.8,-11.53,2.92,66790.297,2023-11-05,11-05-2023-18-33-10-297.jpg
2.17,79.45,-12.53,3.75,66790.401,2023-11-05,11-05-2023-18-33-10-401.jpg
10.63,72.72,-23.27,11.33,66790.517,2023-11-05,11-05-2023-18-33-10-517.jpg
35.01,50.56,-48.68,13.12,66790.614,2023-11-05,11-05-2023-18-33-10-614.jpg
62.39,23.86,-78.34,8.88,66790.711,2023-11-05,11-05-2023-18-33-10-711.jpg
101.6,23.86,-78.34,4.66,66790.811,2023-11-05,11-05-2023-18-33-10-811.jpg
121.59,32.25,-52.27,2.53,66790.914,2023-11-05,11-05-2023-18-33-10-914.jpg
139.55,44.81,-35.05,12.99,66791.034,2023-11-05,11-05-2023-18-33-11-034.jpg
160.04,69.21,-10.6,17.96,66791.13,2023-11-05,11-05-2023-18-33-11-130.jpg
169.15,80.41,-3.46,11.26,66791.229,2023-11-05,11-05-2023-18-33-11-229.jpg
169.05,87.09,-4.86,15.13,66791.333,2023-11-05,11-05-2023-18-33-11-333.jpg
169.05,91.41,10.74,17.88,66791.446,2023-11-05,11-05-2023-18-33-11-446.jpg
169.05,89.88,-7.83,15.27,66791.551,2023-11-05,11-05-2023-18-33-11-551.jpg
169.05,83.56,-1.35,9.43,66791.649,2023-11-05,11-05-2023-18-33-11-649.jpg
158.86,77.69,-8.43,7.02,66791.748,2023-11-05,11-05-2023-18-33-11-748.jpg
141.5,58.4,-33.14,6.71,66791.848,2023-11-05,11-05-2023-18-33-11-848.jpg
136.05,51.92,-37.8,5.06,66791.963,2023-11-05,11-05-2023-18-33-11-963.jpg
134.18,52.15,-35.44,2.45,66792.061,2023-11-05,11-05-2023-18-33-12-061.jpg
133.4,51.6,-34.83,1.26,66792.17,2023-11-05,11-05-2023-18-33-12-170.jpg
112.79,33.49,-51.32,1.01,66792.267,2023-11-05,11-05-2023-18-33-12-267.jpg
77.84,33.49,-51.32,5.26,66792.382,2023-11-05,11-05-2023-18-33-12-382.jpg
47.81,32.52,-56.9,6.08,66792.483,2023-11-05,11-05-2023-18-33-12-483.jpg
22.81,58.3,-32.36,4.2,66792.597,2023-11-05,11-05-2023-18-33-12-597.jpg
22.81,75.71,-12.71,2.01,66792.698,2023-11-05,11-05-2023-18-33-12-698.jpg
9.12,81.85,-7.43,0.42,66792.796,2023-11-05,11-05-2023-18-33-12-796.jpg
9.12,83.19,-5.54,1.68,66792.914,2023-11-05,11-05-2023-18-33-12-914.jpg
9.12,81.52,-8.98,1.55,66793.015,2023-11-05,11-05-2023-18-33-13-015.jpg
9.17,77.13,-15.19,5.63,66793.131,2023-11-05,11-05-2023-18-33-13-131.jpg
16.17,70.36,-28.3,16.78,66793.229,2023-11-05,11-05-2023-18-33-13-229.jpg
26.73,60.18,-38.43,15.03,66793.33,2023-11-05,11-05-2023-18-33-13-330.jpg
28.05,58.57,-37.69,11.19,66793.432,2023-11-05,11-05-2023-18-33-13-432.jpg
28.2,58.34,-36.73,9.31,66793.534,2023-11-05,11-05-2023-18-33-13-534.jpg
27.98,58.25,-36.23,8.34,66793.638,2023-11-05,11-05-2023-18-33-13-638.jpg
31.19,53.47,-40.57,7.71,66793.748,2023-11-05,11-05-2023-18-33-13-748.jpg
64.07,24.3,-70.28,6.76,66793.846,2023-11-05,11-05-2023-18-33-13-846.jpg
90.56,24.3,-70.28,1.19,66793.954,2023-11-05,11-05-2023-18-33-13-954.jpg
117.29,25.1,-61.71,0.15,66794.045,2023-11-05,11-05-2023-18-33-14-045.jpg
135.79,41.23,-39.69,10.68,66794.152,2023-11-05,11-05-2023-18-33-14-152.jpg
157.48,71.6,-10.78,14.61,66794.262,2023-11-05,11-05-2023-18-33-14-262.jpg
170.98,86.58,-4.81,15.91,66794.366,2023-11-05,11-05-2023-18-33-14-366.jpg
170.98,93.1,12.51,18.2,66794.482,2023-11-05,11-05-2023-18-33-14-482.jpg
170.98,85.38,-1.29,10.93,66794.581,2023-11-05,11-05-2023-18-33-14-581.jpg
171.67,85.05,-1.75,12.6,66794.694,2023-11-05,11-05-2023-18-33-14-694.jpg
172.88,84.89,-1.92,13.2,66794.799,2023-11-05,11-05-2023-18-33-14-799.jpg
155.25,74.1,-13.74,3.04,66794.915,2023-11-05,11-05-2023-18-33-14-915.jpg
149.86,52.27,-36.23,5.78,66795.013,2023-11-05,11-05-2023-18-33-15-013.jpg
110.24,24.05,-58.09,8.6,66795.114,2023-11-05,11-05-2023-18-33-15-114.jpg
79.29,24.05,-58.09,7.14,66795.223,2023-11-05,11-05-2023-18-33-15-223.jpg
41.89,40.35,-45.87,3.28,66795.334,2023-11-05,11-05-2023-18-33-15-334.jpg
24.12,47.63,-45.62,6.13,66795.426,2023-11-05,11-05-2023-18-33-15-426.jpg
23.8,51.07,-44.26,8.65,66795.53,2023-11-05,11-05-2023-18-33-15-530.jpg
23.8,53.53,-41.89,8.63,66795.628,2023-11-05,11-05-2023-18-33-15-628.jpg
25.83,55.87,-38.81,8.26,66795.73,2023-11-05,11-05-2023-18-33-15-730.jpg
28.47,57.66,-36.09,8.1,66795.829,2023-11-05,11-05-2023-18-33-15-829.jpg
24.87,63.56,-28.08,5.33,66795.937,2023-11-05,11-05-2023-18-33-15-937.jpg
24.87,80.98,-5.68,5.88,66796.047,2023-11-05,11-05-2023-18-33-16-047.jpg
24.87,83.65,-3.76,4.64,66796.149,2023-11-05,11-05-2023-18-33-16-149.jpg
24.87,82.72,-6.12,1.83,66796.25,2023-11-05,11-05-2023-18-33-16-250.jpg
24.87,82.88,-6.98,0.03,66796.349,2023-11-05,11-05-2023-18-33-16-349.jpg
24.87,84.48,-5.72,0.8,66796.446,2023-11-05,11-05-2023-18-33-16-446.jpg
3.17,86.54,-2.94,0.78,66796.55,2023-11-05,11-05-2023-18-33-16-550.jpg
3.17,87.07,-2.09,1.42,66796.648,2023-11-05,11-05-2023-18-33-16-648.jpg
3.17,87.11,-1.83,1.85,66796.752,2023-11-05,11-05-2023-18-33-16-752.jpg
3.17,87.23,-1.31,2.64,66796.849,2023-11-05,11-05-2023-18-33-16-849.jpg
3.17,87.22,-1.19,2.89,66796.945,2023-11-05,11-05-2023-18-33-16-945.jpg
3.17,87.17,-1.14,3.09,66797.045,2023-11-05,11-05-2023-18-33-17-045.jpg
3.17,87.35,-0.6,3.77,66797.143,2023-11-05,11-05-2023-18-33-17-143.jpg
3.17,87.55,-0.05,4.47,66797.245,2023-11-05,11-05-2023-18-33-17-245.jpg
3.17,87.35,-0.06,5.05,66797.352,2023-11-05,11-05-2023-18-33-17-352.jpg
3.17,87.07,-0.13,5.24,66797.464,2023-11-05,11-05-2023-18-33-17-464.jpg
3.17,86.88,-0.11,5.61,66797.563,2023-11-05,11-05-2023-18-33-17-563.jpg
3.17,86.63,-0.24,5.83,66797.667,2023-11-05,11-05-2023-18-33-17-667.jpg
3.17,86.44,-0.45,5.79,66797.76,2023-11-05,11-05-2023-18-33-17-760.jpg
3.17,86.26,-0.76,5.52,66797.862,2023-11-05,11-05-2023-18-33-17-862.jpg
3.17,86.19,-0.91,5.36,66797.986,2023-11-05,11-05-2023-18-33-17-986.jpg
